['Vagabund', 'Gratweg', '* VI', '3556', 'Vagabund', 'Gratweg', '* VI', '567000000060', 1.224744871391589]
['Hallenstein', 'Neue Südostwand', 'VIIIa RP VIIIb', '3360', 'Hallenstein', 'Neue Südost-Wand', 'VIIIa RP VIIIb', '1178000000020', 1.2077944200529787]
['Hallenstein', 'Nordwestweg', 'II', '2242', 'Hallenstein', 'Nordwest-Weg', 'II', '1178000000160', 1.2021713893545778]
['Hallenstein', 'Südostwand', '* VIIc RP VIIIa', '2882', 'Hallenstein', 'Südost-Wand', '* VIIc RP VIIIa', '1178000000040', 1.2001300817159304]
['Hallenstein', 'Westkamin', 'II', '9926', 'Hallenstein', 'West-Kamin', 'II', '1178000000140', 1.1976829482147788]
['Hallenstein', 'Westweg', '* VIIa', '1917', 'Hallenstein', 'West-Weg', '* VIIa', '1178000000100', 1.1909671606630376]
['Hallenstein', 'Südwand', '! * VIIIb', '1419', 'Hallenstein', 'Süd-Wand', '!* VIIIb', '1178000000080', 1.1909671606630376]
['Hallenstein', 'Südweg', 'VIIc', '10455', 'Hallenstein', 'Süd-Weg', 'VIIc', '1178000000090', 1.1861827340077287]
['Hallenstein', 'Ostweg', 'III', '12163', 'Hallenstein', 'Ost-Weg', 'III', '1178000000230', 1.1861827340077287]
['Hallenstein', 'Ostriß', 'V', '9119', 'Hallenstein', 'Ost-Riss', 'V', '1178000000240', 1.0823535455343898]
['Hallenstein', 'Kopfsprung', '3/II', '10317', 'Hallenstein', 'Kopfsprung', 'II 3', '1178000000260', 1.0673681142689362]
['Hallenstein', 'Wandvariante zum Nordwest-Weg', 'V', '13139', 'Hallenstein', 'Nord-Wand', 'VIIIa', '1178000000190', 0.7763750489165235]
['Sonnenwendstein', 'Neuer Talweg', '* VIIb', '1877', 'Sonnenwendstein', 'Neuer Talweg', '* VIIb', '1177000000250', 1.224744871391589]
['Sonnenwendstein', 'Pfeilerweg', '! V', '10484', 'Sonnenwendstein', 'Pfeilerweg', '! V', '1177000000210', 1.224744871391589]
['Sonnenwendstein', 'Pfingstsprung', '3', '10319', 'Sonnenwendstein', 'Pfingstsprung', '3', '1177000000430', 1.224744871391589]
['Sonnenwendstein', 'Leichter Weg', 'II', '8186', 'Sonnenwendstein', 'Leichter Weg', 'II', '1177000000110', 1.224744871391589]
['Sonnenwendstein', 'Schartenrippe', 'II', '4917', 'Sonnenwendstein', 'Schartenrippe', 'II', '1177000000390', 1.224744871391589]
['Sonnenwendstein', 'Chinesengrat', 'VIIc', '2780', 'Sonnenwendstein', 'Chinesengrat', 'VIIc', '1177000000350', 1.224744871391589]
['Sonnenwendstein', 'Unterbrochener Riss', '* VI', '6194', 'Sonnenwendstein', 'Unterbrochener Riss', '* VI', '1177000000280', 1.224744871391589]
['Sonnenwendstein', 'Weltenbummler', 'VIIIb', '2922', 'Sonnenwendstein', 'Weltenbummler', 'VIIIb', '1177000000260', 1.224744871391589]
['Sonnenwendstein', 'Feuchter Weg', 'I', '10254', 'Sonnenwendstein', 'Feuchter Weg', 'I', '1177000000070', 1.224744871391589]
['Sonnenwendstein', 'Über die Hörner', 'VIIa', '9468', 'Sonnenwendstein', 'Über die Hörner', 'VIIa', '1177000000190', 1.224744871391589]
['Sonnenwendstein', 'Unterbrochene Kante', '* VIIa', '4538', 'Sonnenwendstein', 'Unterbrochene Kante', '* VIIa', '1177000000290', 1.224744871391589]
['Sonnenwendstein', 'Buchenvariante', 'VIIIa', '10373', 'Sonnenwendstein', 'Buchenvariante', 'VIIIa', '1177000000160', 1.224744871391589]
['Sonnenwendstein', 'Alter Weg', 'I', '6370', 'Sonnenwendstein', 'Alter Weg', 'I', '1177000000010', 1.224744871391589]
['Sonnenwendstein', 'Chinesenwand', '* VIIc', '16', 'Sonnenwendstein', 'Chinesenwand', '* VIIc', '1177000000340', 1.224744871391589]
['Sonnenwendstein', 'Chinatown II', 'VIIIb RP VIIIc', '1739', 'Sonnenwendstein', 'Chinatown II', 'VIIIb RP VIIIc', '1177000000220', 1.224744871391589]
['Sonnenwendstein', 'Nieselwand', 'VIIb', '9960', 'Sonnenwendstein', 'Nieselwand', 'VIIb', '1177000000200', 1.224744871391589]
['Sonnenwendstein', 'Hinterindische Wand', 'VIIb', '10374', 'Sonnenwendstein', 'Hinterindische Wand', 'VIIb', '1177000000050', 1.224744871391589]
['Sonnenwendstein', 'Versteckte Kante', 'IV', '11908', 'Sonnenwendstein', 'Versteckte Kante', 'IV', '1177000000090', 1.224744871391589]
['Sonnenwendstein', 'Chinesenschlucht', 'IV', '11190', 'Sonnenwendstein', 'Chinesenschlucht', 'IV', '1177000000330', 1.224744871391589]
['Sonnenwendstein', 'Trockenzeit', 'VIIIa RP VIIIb', '11633', 'Sonnenwendstein', 'Trockenzeit', 'VIIIa RP VIIIb', '1177000000030', 1.224744871391589]
['Sonnenwendstein', 'Chinesenkante', '! VIIa', '1476', 'Sonnenwendstein', 'Chinesenkante', '! VIIa', '1177000000320', 1.224744871391589]
['Sonnenwendstein', 'Talweg', 'VIIb', '9320', 'Sonnenwendstein', 'Talweg', 'VIIb', '1177000000270', 1.224744871391589]
['Sonnenwendstein', 'Schartenpfeilerkante', '! VIIIa', '10050', 'Sonnenwendstein', 'Schartenpfeilerkante', '! VIIIa', '1177000000040', 1.224744871391589]
['Sonnenwendstein', 'Direkte Südkante', '! VIIc', '1471', 'Sonnenwendstein', 'Direkte Süd-Kante', '! VIIc', '1177000000170', 1.2087881457219811]
['Sonnenwendstein', 'Südpfeiler', '! VIIIa', '11432', 'Sonnenwendstein', 'Süd-Pfeiler', '! VIIIa', '1177000000230', 1.2001300817159304]
['Sonnenwendstein', 'Südkante', '** VIIa', '703', 'Sonnenwendstein', 'Süd-Kante', '** VIIa', '1177000000150', 1.1946956382436527]
['Sonnenwendstein', 'Direkte Regenkante', 'VIIIa', '9961', 'Sonnenwendstein', 'Direkte Regenkante', 'VIIIa RP VIIIa', '1177000000140', 1.1508518047703666]
['Sonnenwendstein', 'Marderstiege', 'VIIc', '12256', 'Sonnenwendstein', 'Marderstiege', 'VIIc RP VIIIa', '1177000000120', 1.1447167737893396]
['Sonnenwendstein', 'Exe um Exe', 'VIIa', '12608', 'Sonnenwendstein', 'Exe um Exe', '* VIIb', '1177000000310', 1.1431559629182517]
['Sonnenwendstein', 'Südriß', '** III', '446', 'Sonnenwendstein', 'Süd-Riss', '** III', '1177000000180', 1.0823535455343898]
['Sonnenwendstein', 'Variante zur Südkante', 'VIIb', '8649', 'Sonnenwendstein', 'Variante', 'VI', '1177000000300', 0.9884856116731072]
['Sonnenwendstein', 'Ab durch die Mitte', 'VIIIa RP VIIIb', '7590', 'Sonnenwendstein', 'Wiederbelebung', '* VIIIa RP VIIIb', '1177000000240', 0.8375231788263825]
['Sonnenwendstein', 'Goldenes Horn (EV. zu Über die Hörner)', '* VIIa', '12614', 'Sonnenwendstein', 'Chinesengrat direkt', 'VIIc', '1177000000360', 0.778633433887853]
['Sonny', 'Knacksrippe', 'VIIc', '13117', 'Sonny', 'Knacksrippe', 'VIIc', '1176000000120', 1.224744871391589]
['Sonny', 'Südost-Weg', 'III', '11889', 'Sonny', 'Südost-Weg', 'III', '1176000000070', 1.224744871391589]
['Sonny', 'Schrecksekunde', 'VI', '12075', 'Sonny', 'Schrecksekunde', 'VI', '1176000000100', 1.224744871391589]
['Sonny', 'Quacksalber', 'VI RP VIIa', '12077', 'Sonny', 'Quacksalber', 'VI RP VIIa', '1176000000080', 1.224744871391589]
['Sonny', 'Schattenallee', 'VIIa', '12023', 'Sonny', 'Schattenallee', 'VIIa', '1176000000090', 1.224744871391589]
['Sonny', 'Pfingstvariante', 'II', '13527', 'Sonny', 'Pfingstvariante', 'II', '1176000000020', 1.224744871391589]
['Sonny', 'Alter Weg', 'I', '11884', 'Sonny', 'Alter Weg', 'I', '1176000000010', 1.224744871391589]
['Sonny', 'Südwest-Kamin', 'II', '12054', 'Sonny', 'Südwest-Kamin', 'II', '1176000000130', 1.224744871391589]
['Sonny', 'Talweg', 'IV', '11966', 'Sonny', 'Talweg', '* V', '1176000000110', 1.1055415967851334]
['Sonny', 'Nordriß', 'III', '11994', 'Sonny', 'Nord-Riss', 'III', '1176000000050', 1.098969947646515]
['Chinesischer Turm', 'Alter Weg', '** V', '31', 'Chinesischer Turm', 'Alter Weg', '** V', '1175000000020', 1.224744871391589]
['Chinesischer Turm', 'Nordwestweg', '! VIIa', '4269', 'Chinesischer Turm', 'Nordwest-Weg', '! VIIa', '1175000000080', 1.2021713893545778]
['Chinesischer Turm', 'Pingpong', 'VIIb', '622', 'Chinesischer Turm', 'Pingpong', '* VIIb', '1175000000110', 1.1981467170407618]
['Chinesischer Turm', 'Nordkante', '! * VIIb (VIIc)', '4249', 'Chinesischer Turm', 'Nord-Kante', '!* VIIb (VIIc)', '1175000000100', 1.1976829482147788]
['Chinesischer Turm', 'Opium fürs Volk', 'RP VIIc', '2921', 'Chinesischer Turm', 'Opium fürs Volk', 'VIIc', '1175000000070', 1.1811273125260722]
['Chinesischer Turm', 'Schulterriß', '** V', '1470', 'Chinesischer Turm', 'Schulterriss', '** V', '1175000000030', 1.155705206810311]
['Chinesischer Turm', 'Ostkante', '** VIIb', '15', 'Chinesischer Turm', 'Ost-Kante', '!* VIIb', '1175000000120', 1.1499388663896313]
['Chinesischer Turm', 'Karate', 'VIIb', '2645', 'Chinesischer Turm', 'Karate', 'VIIb RP VIIc', '1175000000090', 1.1489125293076057]
['Chinesischer Turm', 'Alter Wegmit Erwähnung', '** VI', '6833', 'Chinesischer Turm', 'Alter Weg Plattenvariante', '** VI', '1175000000060', 1.028903784696826]
['Mandarin', 'Alter Weg', 'I', '5033', 'Mandarin', 'Alter Weg', 'I', '1174000000010', 1.224744871391589]
['Mandarin', 'Fichtenweg', 'V', '12198', 'Mandarin', 'Fichtenweg', 'V', '1174000000170', 1.224744871391589]
['Mandarin', 'WC', 'VIIIa', '6464', 'Mandarin', 'WC', 'VIIIa', '1174000000120', 1.224744871391589]
['Mandarin', 'Nordostkante', 'IV', '2275', 'Mandarin', 'Nordost-Kante', 'IV', '1174000000200', 1.2039000834429212]
['Mandarin', 'Nordwestweg', 'IV', '8187', 'Mandarin', 'Nordwest-Weg', 'IV', '1174000000160', 1.2021713893545778]
['Mandarin', 'Südostkante', 'IV', '3738', 'Mandarin', 'Südost-Kante', 'IV', '1174000000040', 1.2021713893545778]
['Mandarin', 'Nordwand', 'III', '9396', 'Mandarin', 'Nord-Wand', 'III', '1174000000180', 1.1946956382436527]
['Mandarin', 'Neuer Ostriß', 'IV', '1647', 'Mandarin', 'Neuer Ost-Riss', 'IV', '1174000000220', 1.1451764935197342]
['Mandarin', 'Variante zum AW', 'II', '13292', 'Mandarin', 'Variante', 'II', '1174000000020', 1.10140202458189]
['Mandarin', 'Ostriß', 'II', '4775', 'Mandarin', 'Ost-Riss', 'II', '1174000000210', 1.0823535455343898]
['Mandarin', 'Lotos', 'IV', '12400', 'Mandarin', 'Lotos', '* IV', '1174000000190', 1.0]
['Bewachsener Fels', 'Talweg', 'VIIb', '11310', 'Bewachsener Fels', 'Talweg', 'VIIb', '1173000000110', 1.224744871391589]
['Bewachsener Fels', 'Alter Weg', 'II', '3326', 'Bewachsener Fels', 'Alter Weg', 'II', '1173000000010', 1.224744871391589]
['Bewachsener Fels', 'Kuckucksvariante', 'VIIIc RP IXa', '10556', 'Bewachsener Fels', 'Kuckucksvariante', 'VIIIc RP IXa', '1173000000070', 1.224744871391589]
['Bewachsener Fels', 'Morgenspaziergang', 'V', '2280', 'Bewachsener Fels', 'Morgenspaziergang', 'V', '1173000000030', 1.224744871391589]
['Bewachsener Fels', 'Südweg', 'VIIc', '11696', 'Bewachsener Fels', 'Süd-Weg', 'VIIc', '1173000000100', 1.1861827340077287]
['Bewachsener Fels', 'Vogelflug', '* VIIIc', '13320', 'Bewachsener Fels', 'Vogelflug', '* VIIIc RP IXa', '1173000000050', 1.1661746305996277]
['Bewachsener Fels', 'Variante zum AW', 'III', '11783', 'Bewachsener Fels', 'Variante', 'III', '1173000000020', 1.10140202458189]
['Trautmannsfels', 'Schartenweg', '* VIIc', '7652', 'Trautmannsfels', 'Schartenweg', '* VIIc', '1172000000080', 1.224744871391589]
['Trautmannsfels', 'Alter Weg', '** II', '875', 'Trautmannsfels', 'Alter Weg', '** II', '1172000000010', 1.224744871391589]
['Trautmannsfels', 'Victoria', '* IXc RP Xa', '1348', 'Trautmannsfels', 'Victoria', '* IXc RP Xa', '1172000000160', 1.224744871391589]
['Trautmannsfels', 'Geisterwand', '* VIIIb RP VIIIc', '2225', 'Trautmannsfels', 'Geisterwand', '* VIIIb RP VIIIc', '1172000000180', 1.224744871391589]
['Trautmannsfels', 'Haribo', 'IXb', '8007', 'Trautmannsfels', 'Haribo', 'IXb', '1172000000150', 1.224744871391589]
['Trautmannsfels', 'Leitplanke', 'III', '9395', 'Trautmannsfels', 'Leitplanke', 'III', '1172000000040', 1.224744871391589]
['Trautmannsfels', 'Colorado', '* IXb RP IXc', '8414', 'Trautmannsfels', 'Colorado', '!* IXb RP IXc', '1172000000140', 1.2112894873737747]
['Trautmannsfels', 'Südwestkante direkt', '! * VIIa', '769', 'Trautmannsfels', 'Südwest-Kante direkt', '!* VIIa', '1172000000210', 1.2111748199349441]
['Trautmannsfels', 'Direkter Westweg', 'V', '5113', 'Trautmannsfels', 'Direkter West-Weg', 'V', '1172000000250', 1.2087881457219811]
['Trautmannsfels', 'Nordwestkante', 'V', '4979', 'Trautmannsfels', 'Nordwest-Kante', 'V', '1172000000230', 1.2053828627473466]
['Trautmannsfels', 'Brückenpfeiler', 'VIIIc', '1798', 'Trautmannsfels', 'Brückenpfeiler', '* VIIIc', '1172000000090', 1.2024922678840757]
['Trautmannsfels', 'Nordostweg', 'IV', '11904', 'Trautmannsfels', 'Nordost-Weg', 'IV', '1172000000050', 1.2001300817159304]
['Trautmannsfels', 'Westweg', '* IV', '2025', 'Trautmannsfels', 'West-Weg', '* IV', '1172000000240', 1.1909671606630376]
['Trautmannsfels', 'Südwestkante', '! * VI', '6415', 'Trautmannsfels', 'Südwest-Kante', '!* VIIa', '1172000000200', 1.1594986586059228]
['Trautmannsfels', 'Regenmonster', '* VIIIb', '3025', 'Trautmannsfels', 'Regenmonster', '* VIIIb RP VIIIc', '1172000000190', 1.156123109496974]
['Trautmannsfels', 'A4', 'IV', '13069', 'Trautmannsfels', 'Rissvariante', 'IV', '1172000000060', 0.8823544541260329]
['Trautmannsfels', 'Für Hinz & Kunz', 'V', '9590', 'Trautmannsfels', 'A 4', 'V', '1172000000030', 0.8472176684759223]
['Nasser Stein', 'Alter Weg', 'I', '4339', 'Nasser Stein', 'Alter Weg', 'I', '1171000000010', 1.224744871391589]
['Nasser Stein', 'Vergessener Weg', 'II', '13128', 'Nasser Stein', 'Vergessener Weg', 'II', '1171000000310', 1.224744871391589]
['Nasser Stein', 'Stille', 'VI', '13288', 'Nasser Stein', 'Stille', 'VI', '1171000000200', 1.224744871391589]
['Nasser Stein', 'Boulderlaune', '* VI', '534', 'Nasser Stein', 'Boulderlaune', '* VI', '1171000000300', 1.224744871391589]
['Nasser Stein', 'Herbstweg', 'II', '11785', 'Nasser Stein', 'Herbstweg', 'II', '1171000000260', 1.224744871391589]
['Nasser Stein', 'Regentrude', 'VIIb', '6107', 'Nasser Stein', 'Regentrude', 'VIIb', '1171000000290', 1.224744871391589]
['Nasser Stein', 'Nebelweg', 'V', '8972', 'Nasser Stein', 'Nebelweg', 'V', '1171000000100', 1.224744871391589]
['Nasser Stein', 'Direkte Westwand', 'VIIIb', '1741', 'Nasser Stein', 'Direkte West-Wand', 'VIIIb', '1171000000120', 1.2087881457219811]
['Nasser Stein', 'Südwestkante', 'III', '9363', 'Nasser Stein', 'Südwest-Kante', 'III', '1171000000070', 1.2039000834429212]
['Nasser Stein', 'Ostkante', 'VIIa', '13289', 'Nasser Stein', 'Ost-Kante', 'VIIa', '1171000000230', 1.1946956382436527]
['Nasser Stein', 'Südkante', 'IV', '12860', 'Nasser Stein', 'Süd-Kante', 'IV', '1171000000270', 1.1946956382436527]
['Nasser Stein', 'Nordweg', 'I', '10429', 'Nasser Stein', 'Nord-Weg', 'I', '1171000000160', 1.1909671606630376]
['Nasser Stein', 'Neuer Südriß', '* VIIa RP VIIb', '8326', 'Nasser Stein', 'Neuer Süd-Riss', '* VIIa RP VIIb', '1171000000040', 1.1451764935197342]
['Nasser Stein', 'Südostriß', 'IV', '5799', 'Nasser Stein', 'Südost-Riss', 'IV', '1171000000240', 1.1227100942648334]
['Nasser Stein', 'Südwand', 'III', '13287', 'Nasser Stein', 'Süd-Wand', 'IV', '1171000000020', 1.0512521927870144]
['Nasser Stein', 'Volltreffer', '3', '10246', 'Nasser Stein', 'Volltreffer', 'I 3', '1171000000330', 1.0]
['Nasser Stein', 'Herbstweg mit Erwähnung', 'III', '13223', 'Nasser Stein', 'Humusweg', 'III', '1171000000130', 0.9369622505749865]
['Glück-Auf-Turm', 'Süd-Kamin', 'III', '13224', 'Glück-Auf-Turm', 'Süd-Kamin', 'III', '1170000000040', 1.224744871391589]
['Glück-Auf-Turm', 'Talweg', '* VI', '952', 'Glück-Auf-Turm', 'Talweg', '* VI', '1170000000060', 1.224744871391589]
['Glück-Auf-Turm', 'Neuer Talweg', '* VIIc RP VIIIa', '1790', 'Glück-Auf-Turm', 'Neuer Talweg', '* VIIc RP VIIIa', '1170000000050', 1.224744871391589]
['Glück-Auf-Turm', 'Schartenweg', 'III', '10161', 'Glück-Auf-Turm', 'Schartenweg', 'III', '1170000000130', 1.224744871391589]
['Glück-Auf-Turm', 'Sprung', '1', '876', 'Glück-Auf-Turm', 'Sprung', '1', '1170000000010', 1.224744871391589]
['Glück-Auf-Turm', 'Steigerkante', 'VIIIa', '6171', 'Glück-Auf-Turm', 'Steigerkante', 'VIIIa', '1170000000090', 1.224744871391589]
['Glück-Auf-Turm', 'Glück Auf!', 'VIIIb RP VIIIc', '13025', 'Glück-Auf-Turm', 'Glück auf!', 'VIIIb RP VIIIc', '1170000000080', 1.224744871391589]
['Glück-Auf-Turm', 'Westkamin', 'III', '6291', 'Glück-Auf-Turm', 'West-Kamin', 'III', '1170000000110', 1.1976829482147788]
['Glück-Auf-Turm', 'Schluchtvariante (Gerader Talweg)', 'VIIa', '7034', 'Glück-Auf-Turm', 'Schluchtvariante', 'VIIa', '1170000000070', 1.0890603489376525]
['Raupe', 'Grüne Raupe', 'V', '6463', 'Raupe', 'Grüne Raupe', 'V', '1169000000040', 1.224744871391589]
['Raupe', 'Im Herbstlicht direkt', 'VIIa', '8945', 'Raupe', 'Im Herbstlicht direkt', 'VIIa', '1169000000090', 1.224744871391589]
['Raupe', 'Alter Weg', 'I', '2284', 'Raupe', 'Alter Weg', 'I', '1169000000010', 1.224744871391589]
['Raupe', 'Kokon', 'II', '8944', 'Raupe', 'Kokon', 'II', '1169000000030', 1.224744871391589]
['Raupe', 'Frühling', 'V', '13546', 'Raupe', 'Frühling', 'V', '1169000000120', 1.224744871391589]
['Raupe', 'Talweg', 'V', '13222', 'Raupe', 'Talweg', 'V', '1169000000110', 1.224744871391589]
['Raupe', 'Großer Schritt', 'VI', '4980', 'Raupe', 'Großer Schritt', 'VI', '1169000000140', 1.224744871391589]
['Raupe', 'Grüner Weg', 'III', '8943', 'Raupe', 'Grüner Weg', 'III', '1169000000050', 1.224744871391589]
['Raupe', 'Wühlmaus', 'VI', '13548', 'Raupe', 'Im Herbstlicht', 'VI', '1169000000080', 0.8268454930564446]
['Puppe', 'Cottbusser Hangel', 'III', '877', 'Puppe', 'Cottbusser Hangel', 'III', '1168000000100', 1.224744871391589]
['Puppe', 'Knüppelkante', 'IV', '8941', 'Puppe', 'Knüppelkante', 'IV', '1168000000110', 1.224744871391589]
['Puppe', 'Raveland', 'VIIb', '3853', 'Puppe', 'Raveland', 'VIIb', '1168000000050', 1.224744871391589]
['Puppe', 'Puppenkante', 'VI', '8942', 'Puppe', 'Puppenkante', 'VI', '1168000000040', 1.224744871391589]
['Puppe', 'Alter Weg', 'II', '1480', 'Puppe', 'Alter Weg', 'II', '1168000000010', 1.224744871391589]
['Puppe', 'Blockweg', 'IV', '8883', 'Puppe', 'Blockweg', 'IV', '1168000000080', 1.224744871391589]
['Puppe', 'Nordwestkante', 'VI', '8882', 'Puppe', 'Nordwest-Kante', 'VI', '1168000000070', 1.2053828627473466]
['Puppe', 'Neuer Südweg', 'VI', '4335', 'Puppe', 'Neuer Süd-Weg', 'VI', '1168000000030', 1.2039000834429212]
['Puppe', 'Westweg', 'IV', '1481', 'Puppe', 'West-Weg', 'IV', '1168000000060', 1.1909671606630376]
['Puppe', 'Südweg', 'IV', '8881', 'Puppe', 'Süd-Weg', 'IV', '1168000000020', 1.1861827340077287]
['Puppe', 'Nordriß', 'IV', '8884', 'Puppe', 'Nord-Riss', 'IV', '1168000000090', 1.098969947646515]
['Kanzelturm', 'Talweg', 'VIIa', '12467', 'Kanzelturm', 'Talweg', 'VIIa', '1167000000060', 1.224744871391589]
['Kanzelturm', 'Alter Weg', '! VI', '5954', 'Kanzelturm', 'Alter Weg', '! VI', '1167000000010', 1.224744871391589]
['Kanzelturm', 'Plastefuchs', 'VIIb', '12469', 'Kanzelturm', 'Plastefuchs', 'VIIb', '1167000000030', 1.224744871391589]
['Kanzelturm', 'Neue Nordwestwand', 'VIIa', '8019', 'Kanzelturm', 'Neue Nordwest-Wand', 'VIIa', '1167000000100', 1.209671814374082]
['Kanzelturm', 'Direkte Südwand', '* VIIc', '749', 'Kanzelturm', 'Direkte Süd-Wand', '* VIIc', '1167000000080', 1.2077944200529787]
['Kanzelturm', 'Direkter Ostweg', 'VIIa', '7536', 'Kanzelturm', 'Direkter Ost-Weg', 'VIIa', '1167000000050', 1.2077944200529787]
['Kanzelturm', 'Nordwestkante', 'VI', '9284', 'Kanzelturm', 'Nordwest-Kante', 'VI', '1167000000120', 1.2053828627473466]
['Kanzelturm', 'Nordwestwand', '! * VIIa', '12470', 'Kanzelturm', 'Nordwest-Wand', '!* VIIa', '1167000000110', 1.2039000834429212]
['Kanzelturm', 'Neuer Ostweg', 'VIIb', '12468', 'Kanzelturm', 'Neuer Ost-Weg', 'VIIb', '1167000000020', 1.2039000834429212]
['Kanzelturm', 'Westkante', '* VIIa', '3208', 'Kanzelturm', 'West-Kante', '* VIIa', '1167000000090', 1.1976829482147788]
['Kanzelturm', 'Südwand', '! * VIIa', '6435', 'Kanzelturm', 'Süd-Wand', '!* VIIa', '1167000000070', 1.1909671606630376]
['Kanzelturm', 'Ostweg', 'VI', '9571', 'Kanzelturm', 'Ost-Weg', 'VI', '1167000000040', 1.1861827340077287]
['Schildkrötenturm', 'Gamsspitzlerweg', '* IV', '9622', 'Schildkrötenturm', 'Gamsspitzlerweg', '* IV', '1166000000180', 1.224744871391589]
['Schildkrötenturm', 'Alter Weg', 'II', '9199', 'Schildkrötenturm', 'Alter Weg', 'II', '1166000000020', 1.224744871391589]
['Schildkrötenturm', 'Sprossenwand', '* III', '4936', 'Schildkrötenturm', 'Sprossenwand', '* III', '1166000000280', 1.224744871391589]
['Schildkrötenturm', 'Schildkrötensuppe', 'VI', '12603', 'Schildkrötenturm', 'Schildkrötensuppe', 'VI', '1166000000310', 1.224744871391589]
['Schildkrötenturm', 'Talweg', '* IV', '5957', 'Schildkrötenturm', 'Talweg', '* IV', '1166000000230', 1.224744871391589]
['Schildkrötenturm', 'Schartenweg', '! * VIIc', '7434', 'Schildkrötenturm', 'Schartenweg', '!* VIIc', '1166000000100', 1.224744871391589]
['Schildkrötenturm', 'Nord-Wand', 'VI', '12604', 'Schildkrötenturm', 'Nord-Wand', 'VI', '1166000000070', 1.224744871391589]
['Schildkrötenturm', 'Sterbender Wald', 'VIIIa RP VIIIb', '1484', 'Schildkrötenturm', 'Sterbender Wald', 'VIIIa RP VIIIb', '1166000000160', 1.224744871391589]
['Schildkrötenturm', 'Schluchtwand', 'VIIb', '10728', 'Schildkrötenturm', 'Schluchtwand', 'VIIb', '1166000000170', 1.224744871391589]
['Schildkrötenturm', 'Langes Leben', 'VIIIb', '1483', 'Schildkrötenturm', 'Langes Leben', 'VIIIb', '1166000000200', 1.224744871391589]
['Schildkrötenturm', 'Panzerknacker', 'VIIb', '3320', 'Schildkrötenturm', 'Panzerknacker', 'VIIb', '1166000000140', 1.224744871391589]
['Schildkrötenturm', 'Reptilientour', 'VI', '11972', 'Schildkrötenturm', 'Reptilientour', 'VI', '1166000000040', 1.224744871391589]
['Schildkrötenturm', 'Knochenwiese', 'VIIa', '13313', 'Schildkrötenturm', 'Knochenwiese', 'VIIa', '1166000000250', 1.224744871391589]
['Schildkrötenturm', 'Nordostkante', 'V', '10949', 'Schildkrötenturm', 'Nordost-Kante', 'V', '1166000000090', 1.2039000834429212]
['Schildkrötenturm', 'Südostkante', '** II', '447', 'Schildkrötenturm', 'Südost-Kante', '** II', '1166000000130', 1.2021713893545778]
['Schildkrötenturm', 'Südwand', 'VIIb', '10244', 'Schildkrötenturm', 'Süd-Wand', 'VIIb', '1166000000210', 1.1909671606630376]
['Schildkrötenturm', 'Südriss', 'VI', '10466', 'Schildkrötenturm', 'Süd-Riss', 'VI', '1166000000150', 1.1909671606630376]
['Schildkrötenturm', 'Über die Schildkante', '* VIIIa RP VIIIa', '1482', 'Schildkrötenturm', 'Über die Schildkante', '* VIIIa', '1166000000220', 1.156123109496974]
['Schildkrötenturm', 'Turtleface', 'IXa RP IXa', '6616', 'Schildkrötenturm', 'Turtleface', 'IXa', '1166000000270', 1.1460227116229222]
['Schildkrötenturm', 'Direktvariante zum Gamsspitzlerweg', 'IV', '12247', 'Schildkrötenturm', 'DV', 'IV', '1166000000190', 0.9853794714761479]
['Schildkrötenturm', 'Dachvariante (Erw. zu Sterbender Wald)', 'VIIIa RP VIIIb', '10727', 'Schildkrötenturm', 'Variante', 'VI', '1166000000240', 0.829383014128593]
['Gesuchter Turm', 'Alter Weg', 'I', '9056', 'Gesuchter Turm', 'Alter Weg', 'I', '1165000000010', 1.224744871391589]
['Gesuchter Turm', 'Ameisenkante', 'VI', '10514', 'Gesuchter Turm', 'Ameisenkante', 'VI', '1165000000090', 1.224744871391589]
['Gesuchter Turm', 'Kleiner Drachen', 'VIIa RP VIIb', '10047', 'Gesuchter Turm', 'Kleiner Drachen', 'VIIa RP VIIb', '1165000000060', 1.224744871391589]
['Gesuchter Turm', 'Schnäppchen', 'II', '13070', 'Gesuchter Turm', 'Schnäppchen', 'II', '1165000000130', 1.224744871391589]
['Gesuchter Turm', 'Schartenweg', 'IV', '4077', 'Gesuchter Turm', 'Schartenweg', 'IV', '1165000000020', 1.224744871391589]
['Gesuchter Turm', 'Sonderpreis', 'IV', '13071', 'Gesuchter Turm', 'Sonderpreis', 'IV', '1165000000230', 1.224744871391589]
['Gesuchter Turm', 'Westkante', '* IV', '705', 'Gesuchter Turm', 'West-Kante', '* IV', '1165000000100', 1.1976829482147788]
['Gesuchter Turm', 'Südostweg', 'V (VI)', '4606', 'Gesuchter Turm', 'Südost-Weg', 'V (VI)', '1165000000040', 1.1976829482147788]
['Gesuchter Turm', 'Südstiege', 'IV', '5493', 'Gesuchter Turm', 'Süd-Stiege', 'IV', '1165000000070', 1.1976829482147788]
['Gesuchter Turm', 'Südwand', 'V', '9197', 'Gesuchter Turm', 'Süd-Wand', 'V', '1165000000050', 1.1909671606630376]
['Gesuchter Turm', '5 vor 12', 'IV', '12248', 'Gesuchter Turm', '5 vor 12', 'V', '1165000000120', 1.0]
